COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;;;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 425,1900 ;
BDI;;;;;;;;;; 91,4200 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 516,6100 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
RODOVIA: ;MS-345 (LOTE 3);TRECHO:;ENTR. BR-419/MS - BONITO;;;;;SUBTRECHO:;EST. 2605+00,000 a 3742+00,000;;
ITEM:; IMT0000147           ;;;;;;;;;;
DESCRIÇÃO DO SERVIÇO:;;;;;;;;;DATA BASE:;JANEIRO-2021;
Custo Médio da Construção Civil - CMCC (Instalação de Canteiro de Obras, de Usina de Asfalto e Alojamento.) ;;;;;;;;;UNIDADE:;m²    ;
A - EQUIPAMENTOS;;;;;QUANT.;UTILIZAÇÃO;;CUSTO OPERACIONAL;;"CUSTO 
HORÁRIO TOTAL";
;;;;;;OPERATIVA;IMPROD;OPERATIVO;IMPROD;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO HORÁRIO TOTAL DE EQUIPAMENTOS;;;;;;;;;;;
B - MÃO DE OBRA;;;;;;;QUANT.;UNIDADE;CUSTO HORÁRIO;"CUSTO 
HORÁRIO TOTAL";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;CUSTO HORÁRIO TOTAL DE MÃO DE OBRA;;;;;;;;
PRODUÇÃO DA EQUIPE;; 1,00000 ;CUSTO HORÁRIO TOTAL DE EXECUÇÃO;;;;;;;;
;;;CUSTO UNITÁRIO DE EXECUÇÃO;;;;;;;;
C - MATERIAIS;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
IS0001         ;CUSTO MÉDIO DA CONSTRUÇÃO CIVIL - CMCC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;;;;;1,00000;;M2    ; 1.300,5700 ; 1.300,5700 ;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE MATERIAL;;;;;;;;;; 1.300,5700 ;
D - ATIVIDADES AUXILIARES;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO TOTAL DE ATIVIDADES AUXILIARES;;;;;;;;;;;
E -TEMPO FIXO;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TEMPO FIXO;;;;;;;;;;;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;;;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 1.300,5700 ;
BDI;;;;;;;;;; 279,6200 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 1.580,1900 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
RODOVIA: ;MS-345 (LOTE 3);TRECHO:;ENTR. BR-419/MS - BONITO;;;;;SUBTRECHO:;EST. 2605+00,000 a 3742+00,000;;
ITEM:; 0903810              ;;;;;;;;;;
DESCRIÇÃO DO SERVIÇO:;;;;;;;;;DATA BASE:;JANEIRO-2021;
Instalação da usina de asfalto a quente capacidade de 120 t/h ;;;;;;;;;UNIDADE:;un    ;
A - EQUIPAMENTOS;;;;;QUANT.;UTILIZAÇÃO;;CUSTO OPERACIONAL;;"CUSTO 
HORÁRIO TOTAL";
;;;;;;OPERATIVA;IMPROD;OPERATIVO;IMPROD;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO HORÁRIO TOTAL DE EQUIPAMENTOS;;;;;;;;;;;
B - MÃO DE OBRA;;;;;;;QUANT.;UNIDADE;CUSTO HORÁRIO;"CUSTO 
HORÁRIO TOTAL";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;CUSTO HORÁRIO TOTAL DE MÃO DE OBRA;;;;;;;;
PRODUÇÃO DA EQUIPE;; 1,00000 ;CUSTO HORÁRIO TOTAL DE EXECUÇÃO;;;;;;;;
;;;CUSTO UNITÁRIO DE EXECUÇÃO;;;;;;;;
C - MATERIAIS;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE MATERIAL;;;;;;;;;;;
D - ATIVIDADES AUXILIARES;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
0919013        ;MONTAGEM E DESMONTAGEM DA USINA DE ASFALTO A QUENTE COM CAPACIDADE DE 120 T/H - INCLUSIVE CONSTRUÇÃO E DEMOLIÇÃO DE BASES, RAMPAS, DEPÓSITOS DE AGREGADOS E DIQUE DE CONTENÇÃO ;;;;;1,00000;;UN    ; 89.230,0300 ; 89.230,0300 ;
0903845        ;LASTRO DE BRITA COMERCIAL - ESPALHAMENTO MECÂNICO ;;;;;136,97430;;M³    ; 106,2400 ; 14.552,1496 ;
3713608        ;CERCA COM 4 FIOS DE ARAME FARPADO E MOURÃO DE MADEIRA A CADA 2,5 M E ESTICADOR A CADA 50 M ;;;;;334,00000;;M     ; 15,2700 ; 5.100,1800 ;
4011211        ;REFORÇO DO SUBLEITO COM MATERIAL DE JAZIDA ;;;;;1318,40000;;M³    ; 51,0900 ; 67.357,0560 ;
4011209        ;REGULARIZAÇÃO DO SUBLEITO ;;;;;6592,00000;;m²    ; 0,6700 ; 4.416,6400 ;
5502986        ;EXPURGO DE JAZIDA ;;;;;1648,00000;;M³    ; 1,8100 ; 2.982,8800 ;
5502985        ;LIMPEZA MECANIZADA DA CAMADA VEGETAL ;;;;;6592,00000;;M²    ; 0,3200 ; 2.109,4400 ;
;;;;;;;;;;;
CUSTO TOTAL DE ATIVIDADES AUXILIARES;;;;;;;;;; 185.748,3756 ;
E -TEMPO FIXO;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TEMPO FIXO;;;;;;;;;;;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;;;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 185.748,3800 ;
BDI;;;;;;;;;; 39.935,9000 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 225.684,2800 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
RODOVIA: ;MS-345 (LOTE 3);TRECHO:;ENTR. BR-419/MS - BONITO;;;;;SUBTRECHO:;EST. 2605+00,000 a 3742+00,000;;
ITEM:; 0903808              ;;;;;;;;;;
DESCRIÇÃO DO SERVIÇO:;;;;;;;;;DATA BASE:;JANEIRO-2021;
Instalação da usina misturadora de solos com capacidade de 300 t/h ;;;;;;;;;UNIDADE:;un    ;
A - EQUIPAMENTOS;;;;;QUANT.;UTILIZAÇÃO;;CUSTO OPERACIONAL;;"CUSTO 
HORÁRIO TOTAL";
;;;;;;OPERATIVA;IMPROD;OPERATIVO;IMPROD;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO HORÁRIO TOTAL DE EQUIPAMENTOS;;;;;;;;;;;
B - MÃO DE OBRA;;;;;;;QUANT.;UNIDADE;CUSTO HORÁRIO;"CUSTO 
HORÁRIO TOTAL";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;CUSTO HORÁRIO TOTAL DE MÃO DE OBRA;;;;;;;;
PRODUÇÃO DA EQUIPE;; 1,00000 ;CUSTO HORÁRIO TOTAL DE EXECUÇÃO;;;;;;;;
;;;CUSTO UNITÁRIO DE EXECUÇÃO;;;;;;;;
C - MATERIAIS;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE MATERIAL;;;;;;;;;;;
D - ATIVIDADES AUXILIARES;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
0919012        ;MONTAGEM E DESMONTAGEM DA USINA MISTURADORA DE SOLOS COM CAPACIDADE DE 300 T/H - INCLUSIVE CONSTRUÇÃO E DEMOLIÇÃO DE BASES, RAMPAS E DEPÓSITOS DE AGREGADOS ;;;;;1,00000;;UN    ; 46.446,4200 ; 46.446,4200 ;
0903845        ;LASTRO DE BRITA COMERCIAL - ESPALHAMENTO MECÂNICO ;;;;;100,00000;;M³    ; 106,2400 ; 10.624,0000 ;
3713608        ;CERCA COM 4 FIOS DE ARAME FARPADO E MOURÃO DE MADEIRA A CADA 2,5 M E ESTICADOR A CADA 50 M ;;;;;150,00000;;M     ; 15,2700 ; 2.290,5000 ;
4011211        ;REFORÇO DO SUBLEITO COM MATERIAL DE JAZIDA ;;;;;750,00000;;M³    ; 51,0900 ; 38.317,5000 ;
4011209        ;REGULARIZAÇÃO DO SUBLEITO ;;;;;5000,00000;;m²    ; 0,6700 ; 3.350,0000 ;
5502986        ;EXPURGO DE JAZIDA ;;;;;1402,50000;;M³    ; 1,8100 ; 2.538,5250 ;
5502985        ;LIMPEZA MECANIZADA DA CAMADA VEGETAL ;;;;;5610,00000;;M²    ; 0,3200 ; 1.795,2000 ;
;;;;;;;;;;;
CUSTO TOTAL DE ATIVIDADES AUXILIARES;;;;;;;;;; 105.362,1450 ;
E -TEMPO FIXO;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TEMPO FIXO;;;;;;;;;;;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;;;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 105.362,1500 ;
BDI;;;;;;;;;; 22.652,8600 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 128.015,0100 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
RODOVIA: ;MS-345 (LOTE 3);TRECHO:;ENTR. BR-419/MS - BONITO;;;;;SUBTRECHO:;EST. 2605+00,000 a 3742+00,000;;
ITEM:; 4413990              ;;;;;;;;;;
DESCRIÇÃO DO SERVIÇO:;;;;;;;;;DATA BASE:;JANEIRO-2021;
Plantio de mudas arbustivas com porte de 50 cm em covas de 0,40 x 0,40 x 0,40 m ;;;;;;;;;UNIDADE:;un    ;
A - EQUIPAMENTOS;;;;;QUANT.;UTILIZAÇÃO;;CUSTO OPERACIONAL;;"CUSTO 
HORÁRIO TOTAL";
;;;;;;OPERATIVA;IMPROD;OPERATIVO;IMPROD;;
E9571          ;CAMINHÃO TANQUE COM CAPACIDADE DE 10.000 L - 188 KW ;;;;0,01205; 1,00 ; -   ; 208,1278 ; 61,2176 ; 2,5079 ;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO HORÁRIO TOTAL DE EQUIPAMENTOS;;;;;;;;;; 2,5079 ;
B - MÃO DE OBRA;;;;;;;QUANT.;UNIDADE;CUSTO HORÁRIO;"CUSTO 
HORÁRIO TOTAL";
;;;;;;;;;;;
P9815          ;JARDINEIRO ;;;;;;1,00000;H     ; 22,1498 ; 22,1498 ;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;CUSTO HORÁRIO TOTAL DE MÃO DE OBRA;;;;;;; 22,1498 ;
PRODUÇÃO DA EQUIPE;; 6,00000 ;CUSTO HORÁRIO TOTAL DE EXECUÇÃO;;;;;;; 24,6577 ;
;;;CUSTO UNITÁRIO DE EXECUÇÃO;;;;;;; 4,1096 ;
;;;;;;;;Custo FIC;         ; -   ;
;;;;;;;;Custo FIT;         ; -   ;
C - MATERIAIS;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
M0074          ;MUDA ARBUSTIVA DE PORTE DE 50 CM ;;;;;1,00000;;UN    ; 7,9750 ; 7,9750 ;
M0217          ;ENXOFRE ;;;;;0,00600;;KG    ; 1,3844 ; 0,0083 ;
M0220          ;ADUBO NPK ;;;;;0,12000;;KG    ; 1,4370 ; 0,1724 ;
M0225          ;ADUBO ORGÂNICO ;;;;;1,00000;;KG    ; 0,1853 ; 0,1853 ;
M1755          ;PÓ CALCÁRIO ;;;;;0,15000;;KG    ; 0,1032 ; 0,0155 ;
M1787          ;ESTACA DE TUTORAMENTO DE 5 X 2 M ;;;;;0,50000;;UN    ; 6,7191 ; 3,3596 ;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE MATERIAL;;;;;;;;;; 11,7161 ;
D - ATIVIDADES AUXILIARES;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
4805750        ;ESCAVAÇÃO MANUAL EM MATERIAL DE 1ª CATEGORIA NA PROFUNDIDADE DE ATÉ 1 M ;;;;;0,06400;;M³    ; 35,8300 ; 2,2931 ;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO TOTAL DE ATIVIDADES AUXILIARES;;;;;;;;;; 2,2931 ;
E -TEMPO FIXO;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
M0220 5914654  ;ADUBO NPK - CAMINHÃO CARROCERIA 9 T ;;;;;0,00012;;T     ; 19,0700 ; 0,0023 ;
M0225 5914654  ;ADUBO ORGÂNICO - CAMINHÃO CARROCERIA 9 T ;;;;;0,00100;;T     ; 19,0700 ; 0,0191 ;
M0217 5914654  ;ENXOFRE - CAMINHÃO CARROCERIA 9 T ;;;;;0,00001;;T     ; 19,0700 ; 0,0002 ;
M1787 5914655  ;ESTACA DE TUTORAMENTO DE 5 X 2 M - CAMINHÃO CARROCERIA 15 T ;;;;;0,00200;;T     ; 22,1300 ; 0,0443 ;
M1755 5915474  ;PÓ CALCÁRIO - CAMINHÃO CARROCERIA 5 T ;;;;;0,00015;;T     ; 21,0400 ; 0,0032 ;
M0074 5914655  ;MUDA ARBUSTIVA DE PORTE DE 50 CM - CAMINHÃO CARROCERIA 15 T ;;;;;0,01200;;T     ; 22,1300 ; 0,2656 ;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TEMPO FIXO;;;;;;;;;; 0,3347 ;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
M0220 5914434  ;ADUBO NPK - CAMINHÃO CARROCERIA 9 T ;0,00012;TKM   ; 0,7700 ; 0,6200 ; 0,5000 ;0,00000;0,00000;0,00000; -   ;
M0225 5914434  ;ADUBO ORGÂNICO - CAMINHÃO CARROCERIA 9 T ;0,00100;TKM   ; 0,7700 ; 0,6200 ; 0,5000 ;0,00000;0,00000;0,00000; -   ;
M0217 5914434  ;ENXOFRE - CAMINHÃO CARROCERIA 9 T ;0,00001;TKM   ; 0,7700 ; 0,6200 ; 0,5000 ;0,00000;0,00000;0,00000; -   ;
M1787 5914479  ;ESTACA DE TUTORAMENTO DE 5 X 2 M - CAMINHÃO CARROCERIA 15 T ;0,00200;TKM   ; 0,6900 ; 0,5500 ; 0,4500 ;0,00000;0,00000;0,00000; -   ;
M1755 5915324  ;PÓ CALCÁRIO - CAMINHÃO CARROCERIA 5 T ;0,00015;TKM   ; 1,2300 ; 0,9800 ; 0,8000 ;0,00000;0,00000;0,00000; -   ;
M0074 5914479  ;MUDA ARBUSTIVA DE PORTE DE 50 CM - CAMINHÃO CARROCERIA 15 T ;0,01200;TKM   ; 0,6900 ; 0,5500 ; 0,4500 ;0,00000;0,00000;0,00000; -   ;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;; -   ;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 18,4500 ;
BDI;;;;;;;;;; 3,9700 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 22,4200 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
RODOVIA: ;MS-345 (LOTE 3);TRECHO:;ENTR. BR-419/MS - BONITO;;;;;SUBTRECHO:;EST. 2605+00,000 a 3742+00,000;;
ITEM:; AGS000001            ;;;;;;;;;;
DESCRIÇÃO DO SERVIÇO:;;;;;;;;;DATA BASE:;JANEIRO-2021;
Instalação de canteiro de obras (Container para Obra de Arte Especial - OAE) ;;;;;;;;;UNIDADE:;un    ;
A - EQUIPAMENTOS;;;;;QUANT.;UTILIZAÇÃO;;CUSTO OPERACIONAL;;"CUSTO 
HORÁRIO TOTAL";
;;;;;;OPERATIVA;IMPROD;OPERATIVO;IMPROD;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO HORÁRIO TOTAL DE EQUIPAMENTOS;;;;;;;;;;;
B - MÃO DE OBRA;;;;;;;QUANT.;UNIDADE;CUSTO HORÁRIO;"CUSTO 
HORÁRIO TOTAL";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;CUSTO HORÁRIO TOTAL DE MÃO DE OBRA;;;;;;;;
PRODUÇÃO DA EQUIPE;; 4,15000 ;CUSTO HORÁRIO TOTAL DE EXECUÇÃO;;;;;;;;
;;;CUSTO UNITÁRIO DE EXECUÇÃO;;;;;;;;
C - MATERIAIS;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
IS0006         ;INSTALAÇÃO DE CANTEIRO DE OBRA (CONTAINER PARA OAE)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;;;;;1,00000;;UN    ; 36.852,2400 ; 36.852,2400 ;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE MATERIAL;;;;;;;;;; 36.852,2400 ;
D - ATIVIDADES AUXILIARES;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO TOTAL DE ATIVIDADES AUXILIARES;;;;;;;;;;;
E -TEMPO FIXO;;;;;;QUANTIDADE;;UNIDADE;PREÇO UNITÁRIO;"CUSTO 
UNITÁRIO";
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TEMPO FIXO;;;;;;;;;;;
F - TRANSPORTES;;Qtde;Unid.;Custo;;;DMT;;;CUSTO UNITÁRIO;
;;;;(LN);(RP);(PV);(LN);(RP);(PV);;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
CUSTO UNITÁRIO TOTAL DE TRANSPORTE;;;;;;;;;;;
CUSTO UNITÁRIO DIRETO TOTAL;;;;;;;;;; 36.852,2400 ;
BDI;;;;;;;;;; 7.923,2300 ;
CUSTO UNITÁRIO TOTAL;;;;;;;;;; 44.775,4700 ;
;;;;;;;;;;;
;;;;;;;;;;;
COMPOSIÇÃO DOS CUSTOS UNITÁRIOS DOS SERVIÇOS;;;;;;;;;;;
PROPONENTE: VIA MAGNA INFRAESTRUTURA LTDA;;;;;;;;;;;
